translation,category,macrocategory,subcategory,1641,1644,1645,1646,1648,1656,1657,1659,1662,1663,1664,1665,1668,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688
almonds,nuts,Flavoring/Other,,0.664877023894889,-0.0980693610244961,1.00396430608128,0.77790611795702,-0.74798665188175,-1.34138939570794,-0.0415548139934305,-0.267613002117693,,0.551847929832758,0.0997315535842334,,-1.11533120758368,-0.295870275633226,0.862677938503619,0.523590656317225,2.21902706724919,-1.34138939570794,,,,,-1.45441848977007,,,,,,,,,
beer vinegar,Acid,Flavoring/Other,,1.92161032463818,0.967003905301794,1.40339541128414,-0.805836587751495,-0.805836587751495,,,-0.996757871618772,,-0.669464242132011,-0.26034720527356,,0.203318769832685,,,-0.696738711255908,-0.26034720527356,,,,,,,,,,,,,,,
caraway,Spice,Flavoring/Other,,,,,,,-0.541167367084259,,-0.612792459786587,,1.15395982687085,,,,,,,,,,,,,,,,,,,,,,
chestnuts,Nuts,Flavoring/Other,,0.779741897884596,0.531642203103133,1.52404098222898,1.13417003328668,,0,-0.443035169252611,-0.829361836840888,,2.16201162595274,0.708856270804178,,-0.708856270804178,-0.822273274132846,-0.825817555486867,-0.811640430070784,-0.822273274132846,-0.779741897884596,,,,,-0.7974633046547,,,,,,,,,
cinnamon,Spice,Flavoring/Other,,0.581358605654137,-0.741733393420795,0.0989813143247346,-0.162880643825512,,,,-0.976030934923648,,-0.727951185097098,0.0162880643825513,,-0.603911310183823,0.774309522185898,-0.727951185097098,,,,,,,,2.46952114600065,,,,,,,,,
cloves,Spice,Flavoring/Other,,0.796208051458502,0.150860472907927,1.16497809634455,0.704015540236991,,,,-1.27812345102549,,0.51963051779397,0.796208051458502,,-1.32421970663625,0.381341750961704,-1.73908600713304,,,,,,,,-0.171813316367361,,,,,,,,,
coarse salt,Salt,Flavoring/Other,,-0.805341456544341,0.39732554161369,-0.661021416765377,-0.661021416765377,,,,-0.933625936347865,,-0.484630257035533,0.0124721022031202,,,,,,,,,,,,1.95277485923141,,1.18306798041027,,,,,,,
cooking wine,Acid,Flavoring/Other,,,,,,,,,-1.0977301077777,,0.238636979951674,0.859093127826026,,,,,,,,,,,,,,,,,,,,,
fine salt,Salt,Flavoring/Other,,,,1.4821573939837,,,-0.494052464661232,,,,0.435928645289322,-0.290619096859548,,-1.13341447775224,,,,,,,,,,,,,,,,,,,
fish guts,Fish,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ginger,Spice,Flavoring/Other,,-0.390288791529305,0.128276735677464,1.43833701493667,1.8204379297206,,,,-0.908854318736073,,-0.554046326436705,0.728721030337933,,-0.526753403952139,-0.85426847376694,,,,,,,,,-0.881561396251506,,,,,,,,,
honey,Honey,Flavoring/Other,,-0.0665972363535818,-0.1046527999842,1.07506967256496,-0.447152872659763,,,,-0.1046527999842,,1.76006981791609,-0.675486254443472,,-1.43659752705583,,,,,,,,,,,,,,,,,,,
lard,Cooking oil,Flavoring/Other,,-0.0988571033882285,-0.712220494865192,0.0269610281967896,0.278597291366826,,,,-0.948129491587101,,,,,-0.586402363280174,2.04005113355708,,,,,,,,,,,,,,,,,,
mace,Spice,Flavoring/Other,,-0.33409654387883,1.16370706294873,-0.202710262578166,0.427943887665018,,,,-1.17496874420307,,1.26881608798926,,,-1.14869148794294,,,,,,,,,,,,,,,,,,,
mustard,Seasoning,Flavoring/Other,,0.190345398632877,-0.47650469859876,0.241641559958387,0.139049237307366,,,,-0.689383768099629,-0.656041263238047,-0.497023163128965,-0.0866538725248803,-0.527800859924271,-0.548319324454475,-0.697078192298456,-0.804800131082028,,,,,,,,2.04726643861636,,2.36530263883452,,,,,,,
nutmeg,Spice,Flavoring/Other,,-0.0957531264931567,-0.0957531264931567,0.270045334267217,-0.762797378467956,,,,-0.343205026419292,,-0.504586700284163,-0.40775769596524,,-0.644450817633717,,,,,,,,,,-0.128029461266131,,2.71228799875559,,,,,,,
olives,Olives,Flavoring/Other,,-0.448692454115895,-0.389008897273876,-0.329325340431857,3.5501058542994,-0.508376010957915,,,0.924029353250549,0.177984892725308,2.71453605851113,-0.0905911130637793,0.983712910092569,0.744978682724491,-0.03090755622176,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,0.267510227988337,,,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.508376010957915,-0.448692454115895,-0.508376010957915
pepper,Spice,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinenuts,Seeds,Flavoring/Other,,1.76650577138044,0.652150876172706,-0.984557876163648,-0.601498380935991,,-0.984557876163648,,-1.15867582853986,,1.00038678092512,0.861092419024155,,-0.00949734285688409,-0.949734285688406,,,,,,,,,0.408385742846015,,,,,,,,,
pistachios,Nuts,Flavoring/Other,,0.440021690830956,1.12281396970658,-1.03480963154039,0.849697058156328,,,,-1.41717330771073,,1.01356720508648,,,-0.679757646525062,0.63120352891613,-0.925562866920286,,,,,,,,,,,,,,,,,
poppy seeds,Seeds,Flavoring/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
